query,function,identifier,url,score
priority queue,"private void addInterfaces(JDefinedClass jclass, JsonNode javaInterfaces) {
        for (JsonNode i : javaInterfaces) {
            jclass._implements(resolveType(jclass._package(), i.asText()));
        }
    }",EnumRule.addInterfaces,https://github.com/joelittlejohn/jsonschema2pojo/blob/0552b80db93214eb186e4ae45b40866cc1e7eb84/jsonschema2pojo-core/src/main/java/org/jsonschema2pojo/rules/EnumRule.java#L317-L321,1.2422315
priority queue,"private boolean doesEnvironmentAlreadyExist() {
        CaseInsensitiveString environmentName = environmentConfig.name();
        if (goConfigService.hasEnvironmentNamed(environmentName)) {
            result.conflict(EntityType.Environment.alreadyExists(environmentName));
            return true;
        }
        return false;
    }",AddEnvironmentCommand.doesEnvironmentAlreadyExist,https://github.com/gocd/gocd/blob/59a8480e23d6c06de39127635108dff57603cb71/server/src/main/java/com/thoughtworks/go/config/update/AddEnvironmentCommand.java#L48-L55,1.2422132
priority queue,"public boolean onTouch(View v, MotionEvent event) {
        if (isTouchable()) {
            boolean ret = mContext.getEventManager().emitEvent(EventManager.TYPE_Touch, EventData.obtainData(mContext, this, v, event));
            return ret;
        }
        return false;
    }",ViewBase.onTouch,https://github.com/alibaba/Virtualview-Android/blob/30c65791f34458ec840e00d2b84ab2912ea102f0/virtualview/src/main/java/com/tmall/wireless/vaf/virtualview/core/ViewBase.java#L664-L670,1.2417309
priority queue,"public static void sendGlobalNotification(final RemotingEventBus eventBus, final String title, final String text, final MessageType messageType) {
        eventBus.publish(GLOBAL_NOTIFICATION, new NotificationData(title, text, messageType));
    }",NotificationsHandler.sendGlobalNotification,https://github.com/canoo/dolphin-platform/blob/fb99c1fab24df80d2fa094d8688b546140146874/platform-extras/dolphin-platform-projector-server/src/main/java/com/canoo/dp/impl/platform/projector/server/notifications/NotificationsHandler.java#L26-L28,1.2414032
string to date,"public static MutableDoubleTuple standardDeviationFromMean(
        Collection<? extends DoubleTuple> tuples, DoubleTuple mean,
        MutableDoubleTuple result)
    {
        if (tuples.isEmpty())
        {
            return null;
        }
        result = variance(tuples, mean, result);
        return DoubleTuples.standardDeviationFromVariance(result, result);
    }",DoubleTupleCollections.standardDeviationFromMean,https://github.com/javagl/ND/blob/bcb655aaf5fc88af6194f73a27cca079186ff559/nd-tuples/src/main/java/de/javagl/nd/tuples/d/DoubleTupleCollections.java#L607-L617,1.4692997
string to date,"public static void assertArrayEquals(String message, double[] expecteds,
            double[] actuals, double delta) throws ArrayComparisonFailure {
        new InexactComparisonCriteria(delta).arrayEquals(message, expecteds, actuals);
    }",Assert.assertArrayEquals,https://github.com/junit-team/junit4/blob/d9861ecdb6e487f6c352437ee823879aca3b81d4/src/main/java/org/junit/Assert.java#L469-L472,1.4669542
string to date,"public static boolean containsKeywordAnyIgnoreCase(Collection<String> strList, String... keywords) {
        return doContainsKeywordAny(true, strList, keywords);
    }",LdiSrl.containsKeywordAnyIgnoreCase,https://github.com/lastaflute/lasta-di/blob/c4e123610c53a04cc836c5e456660e32d613447b/src/main/java/org/lastaflute/di/util/LdiSrl.java#L980-L982,1.4660611
string to date,"public Long publish(K channel, V message) {
        return await(c.publish(channel, message));
    }",RedisConnection.publish,https://github.com/wg/lettuce/blob/5141640dc8289ff3af07b44a87020cef719c5f4a/src/main/java/com/lambdaworks/redis/RedisConnection.java#L438-L440,1.4659094
string to date,"private JCheckBox getCheckBoxConfirmDropMessage() {
        if (checkBoxConfirmDropMessage == null) {
            checkBoxConfirmDropMessage = new JCheckBox(
                    Constant.messages.getString(""brk.optionspanel.option.confirmDropMessage.label""));
        }
        return checkBoxConfirmDropMessage;
    }",BreakpointsOptionsPanel.getCheckBoxConfirmDropMessage,https://github.com/zaproxy/zaproxy/blob/0cbe5121f2ae1ecca222513d182759210c569bec/src/org/zaproxy/zap/extension/brk/BreakpointsOptionsPanel.java#L79-L85,1.4652672
string to date,"@Override
	public Void visit(
			ElkDisjointObjectPropertiesAxiom elkDisjointObjectPropertiesAxiom) {
		write(""DisjointObjectProperties("");
		write(elkDisjointObjectPropertiesAxiom.getObjectPropertyExpressions());
		write(')');
		return null;
	}",OwlFunctionalStylePrinterVisitor.visit,https://github.com/liveontologies/elk-reasoner/blob/cfbe5279a57e0433d45c1676c7658ddb6e29b9eb/elk-owl-parent/elk-owl-model/src/main/java/org/semanticweb/elk/owl/printers/OwlFunctionalStylePrinterVisitor.java#L384-L391,1.4651846
string to date,"public boolean checkWrite(TransactionImpl tx, Identity oid, Object obj)
    {
        return checkWrite(tx, obj);
    }",LockManagerDefaultImpl.checkWrite,https://github.com/kuali/ojb-1.0.4/blob/9a544372f67ce965f662cdc71609dd03683c8f04/src/java/org/apache/ojb/odmg/locking/LockManagerDefaultImpl.java#L149-L152,1.4639912
string to date,"public EncodableHistogram nextIntervalHistogram(final Double startTimeSec,
                                           final Double endTimeSec) {
        return nextIntervalHistogram(startTimeSec, endTimeSec, false);
    }",AbstractHistogramLogReader.nextIntervalHistogram,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/third_party/java/src/org/HdrHistogram_voltpatches/AbstractHistogramLogReader.java#L101-L104,1.4639057
string to date,"public YieldMessage yield(ObjectNode options, ArrayNode arguments, ObjectNode argumentsKw){
        return new YieldMessage(requestID, options, arguments, argumentsKw);
    }",InvocationMessage.yield,https://github.com/santhosh-tekuri/jlibs/blob/59c28719f054123cf778278154e1b92e943ad232/wamp4j-core/src/main/java/jlibs/wamp4j/msg/InvocationMessage.java#L93-L95,1.4637135
string to date,"@Override
    public void putDouble(byte[] b, int off, double val) {
        putLong(b, off, Double.doubleToRawLongBits(val));
    }",ReverseEndianHeapDataAccess.putDouble,https://github.com/indeedeng/util/blob/332008426cf14b57e7fc3e817d9423e3f84fb922/mmap/src/main/java/com/indeed/util/mmap/ReverseEndianHeapDataAccess.java#L75-L78,1.4631613
sort string list,"public static void cublasZhbmv(char uplo, int n, int k, cuDoubleComplex alpha, Pointer A, int lda, Pointer x, int incx, cuDoubleComplex beta, Pointer y, int incy)
    {
        cublasZhbmvNative(uplo, n, k, alpha, A, lda, x, incx, beta, y, incy);
        checkResultBLAS();
    }",JCublas.cublasZhbmv,https://github.com/jcuda/jcublas/blob/80875235d24562073f4d66651dd17263f306427d/JCublasJava/src/main/java/jcuda/jcublas/JCublas.java#L10488-L10492,1.3399352
sort string list,"public Command createAWSElasticCacheConfigCommand(String subCommand, String key) {
    return new TextAWSElasticCacheConfigCommand(new CountDownLatch(1), subCommand, key);
  }",TextCommandFactory.createAWSElasticCacheConfigCommand,https://github.com/killme2008/xmemcached/blob/66150915938813b3e3413de1d7b43b6ff9b1478d/src/main/java/net/rubyeye/xmemcached/command/TextCommandFactory.java#L34-L36,1.3325717
sort string list,"@Override
  public OIndex<?> createIndex(final String iName, final INDEX_TYPE iType, final String... fields) {
    return delegate.createIndex(iName, iType, fields);
  }",OClassAbstractDelegate.createIndex,https://github.com/orientechnologies/orientdb/blob/d970b12033f0462f0239ea0ad8ed41207e6e26f1/core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OClassAbstractDelegate.java#L376-L379,1.3313075
sort string list,"@Implementation
  protected boolean postScale(float sx, float sy, float px, float py) {
    postOps.addLast(SCALE + "" "" + sx + "" "" + sy + "" "" + px + "" "" + py);
    return postConcat(SimpleMatrix.scale(sx, sy, px, py));
  }",ShadowMatrix.postScale,https://github.com/robolectric/robolectric/blob/4fa79a2c72f8abbf742ab920419653c207b41d62/shadows/framework/src/main/java/org/robolectric/shadows/ShadowMatrix.java#L232-L236,1.3310233
sort string list,"public static UVariableDecl create(CharSequence identifier, UExpression type) {
    return create(identifier, type, null);
  }",UVariableDecl.create,https://github.com/google/error-prone/blob/fe2e3cc2cf1958cb7c487bfe89852bb4c225ba9d/core/src/main/java/com/google/errorprone/refaster/UVariableDecl.java#L56-L58,1.3293332
sort string list,"public static final LineChart clear(final LineChart lineChart, final AnimationTweener tweener, final double duration, final IAnimationCallback callback)
    {
        new LineChartClearAnimation(lineChart, tweener, duration, callback).run();

        return lineChart;
    }",LineChartAnimationHelper.clear,https://github.com/ahome-it/lienzo-charts/blob/4237150a5758265eb19ce5b45e50b54fe0168616/src/main/java/com/ait/lienzo/charts/client/core/xy/line/LineChartAnimationHelper.java#L66-L71,1.3292482
sort string list,"public java.awt.Graphics2D createPrinterGraphicsShapes(float width, float height, boolean convertImagesToJPEG, float quality, PrinterJob printerJob) {
        return new PdfPrinterGraphics2D(this, width, height, null, true, convertImagesToJPEG, quality, printerJob);
    }",PdfContentByte.createPrinterGraphicsShapes,https://github.com/albfernandez/itext2/blob/438fc1899367fd13dfdfa8dfdca9a3c1a7783b84/src/main/java/com/lowagie/text/pdf/PdfContentByte.java#L2873-L2875,1.3286076
sort string list,"public int countIn(CharSequence sequence) {
    int count = 0;
    for (int i = 0; i < sequence.length(); i++) {
      if (matches(sequence.charAt(i))) {
        count++;
      }
    }
    return count;
  }",CharMatcher.countIn,https://github.com/google/guava/blob/7155d12b70a2406fa84d94d4b8b3bc108e89abfd/android/guava/src/com/google/common/base/CharMatcher.java#L594-L602,1.3276738
sort string list,"@Override
    protected void chpr2(char order, char Uplo, int N, IComplexFloat alpha, IComplexNDArray X, int incX,
                    IComplexNDArray Y, int incY, IComplexNDArray Ap) {
        throw new UnsupportedOperationException();

    }",JcublasLevel2.chpr2,https://github.com/deeplearning4j/nd4j/blob/8f005bcecb240d1fbb83b9d390ad801d1d3b6933/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/linalg/jcublas/blas/JcublasLevel2.java#L463-L468,1.327208
sort string list,"public int[] extract_DevVarLongArray(Any in) throws DevFailed
	{
		int[] data = null;
		try
		{
			data = DevVarLongArrayHelper.extract(in);
		}
		catch (BAD_OPERATION ex)
		{
			throw_bad_type(""DevVarLongArray"");
		}
		return data;
	}",Command.extract_DevVarLongArray,https://github.com/tango-controls/JTango/blob/1ccc9dcb83e6de2359a9f1906d170571cacf1345/dao/src/main/java/fr/esrf/TangoDs/Command.java#L1110-L1122,1.3270752
save list to file,"public float get(Layout.Axis axis) {
        switch (axis) {
            case X:
                return x;
            case Y:
                return y;
            case Z:
                return z;
            default:
                throw new RuntimeAssertion(""Bad axis specified: %s"", axis);
        }
    }",Vector3Axis.get,https://github.com/Samsung/GearVRf/blob/05034d465a7b0a494fabb9e9f2971ac19392f32d/GVRf/Extensions/widgetLib/src/org/gearvrf/widgetlib/widget/Vector3Axis.java#L45-L56,1.2958361
save list to file,"@Override
    @Nullable
    public String getDescription(int tagType)
    {
        switch (tagType) {
            case TagWbType1:
            case TagWbType2:
            case TagWbType3:
            case TagWbType4:
            case TagWbType5:
            case TagWbType6:
            case TagWbType7:
                return getWbTypeDescription(tagType);
            default:
                return super.getDescription(tagType);
        }
    }",PanasonicRawWbInfoDescriptor.getDescription,https://github.com/drewnoakes/metadata-extractor/blob/a958e0b61b50e590731b3be1dca8df8e21ebd43c/Source/com/drew/metadata/exif/PanasonicRawWbInfoDescriptor.java#L44-L60,1.2947104
save list to file,"public GenericJavaClassRule setMethodCommentRule(Rule<JMethod, JDocComment, ApiActionMetadata> methodCommentRule) {
		this.methodCommentRule = Optional.ofNullable(methodCommentRule);
		return this;
	}",GenericJavaClassRule.setMethodCommentRule,https://github.com/phoenixnap/springmvc-raml-plugin/blob/6387072317cd771eb7d6f30943f556ac20dd3c84/src/main/java/com/phoenixnap/oss/ramlplugin/raml2code/rules/GenericJavaClassRule.java#L188-L191,1.2945938
save list to file,"public Property deleteProperty(String key, String name, Authorizations authorizations) {
        return deleteProperty(key, name, null, authorizations);
    }",InMemoryTableElement.deleteProperty,https://github.com/visallo/vertexium/blob/bb132b5425ac168957667164e1409b78adbea769/inmemory/src/main/java/org/vertexium/inmemory/InMemoryTableElement.java#L75-L77,1.2932255
save list to file,"private Object[] createArguments(Method method) {
        try {
            ActionMethod actionMethod = new ActionMethod(method);
            return actionMethod.createArguments(yawp, id, requestJson, params);
        } catch (InvalidActionMethodException e) {
            throw new RuntimeException(e);
        }
    }",ShieldBase.createArguments,https://github.com/feroult/yawp/blob/b90deb905edd3fdb3009a5525e310cd17ead7f3d/yawp-core/src/main/java/io/yawp/repository/shields/ShieldBase.java#L264-L271,1.292753
save list to file,"protected String getCurrentTokenType() {
        switch (jsonParser.getCurrentToken()) {
            case VALUE_NUMBER_INT:
                return ""int"";
            case VALUE_NUMBER_FLOAT:
                return ""float"";
            case VALUE_FALSE:
                return ""boolean"";
            case VALUE_TRUE:
                return ""boolean"";
            case VALUE_STRING:
                return ""string"";
            case VALUE_NULL:
                return ""null"";
            case START_ARRAY:
                return ""array"";
            default:
                return null;
        }
    }",JsonSaxAdapter.getCurrentTokenType,https://github.com/lukas-krecan/json2xml/blob/8fba4f942ebed5d6f7ad851390c634fff8559cac/src/main/java/net/javacrumbs/json2xml/JsonSaxAdapter.java#L277-L296,1.2909704
save list to file,"public static WeekDay getWeekDay(Day day) {
        switch (day) {
            case SU: return SU;
            case MO: return MO;
            case TU: return TU;
            case WE: return WE;
            case TH: return TH;
            case FR: return FR;
            case SA: return SA;
            default: return null;
        }
    }",WeekDay.getWeekDay,https://github.com/ical4j/ical4j/blob/7ac4bd1ce2bb2e0a2906fb69a56fbd2d9d974156/src/main/java/net/fortuna/ical4j/model/WeekDay.java#L167-L178,1.2906731
save list to file,"private static ConfigParseOptions ensureClassLoader(ConfigParseOptions options, String methodName) {
        if (options.getClassLoader() == null)
            return options.setClassLoader(checkedContextClassLoader(methodName));
        else
            return options;
    }",ConfigFactory.ensureClassLoader,https://github.com/lightbend/config/blob/68cebfde5e861e9a5fdc75ceff366ed95e17d475/config/src/main/java/com/typesafe/config/ConfigFactory.java#L151-L156,1.2904335
save list to file,"protected String getDataSetKey(final int index) {
        final Comparable<?> key = _dataset.getRowKey(index);
        assert key instanceof String;
        return key.toString();
    }",ValueDistributionResultSwingRendererGroupDelegate.getDataSetKey,https://github.com/datacleaner/DataCleaner/blob/9aa01fdac3560cef51c55df3cb2ac5c690b57639/desktop/ui/src/main/java/org/datacleaner/widgets/result/ValueDistributionResultSwingRendererGroupDelegate.java#L319-L323,1.2903156
save list to file,"private Set<String> getPathRequestParameters()
   {
      /*
       * For performance purposes - think and profile this if changed.
       */
      if (pathRequestParameters == null)
      {
         Set<String> nonQueryParameters = resourcePath.getRequiredParameterNames();
         Set<String> queryParameters = requestPath.getRequiredParameterNames();
         queryParameters.removeAll(nonQueryParameters);
         pathRequestParameters = queryParameters;
      }

      return pathRequestParameters;
   }",Join.getPathRequestParameters,https://github.com/ocpsoft/rewrite/blob/eded0bad0101d119a3a1e67ed3f97a3bc9a8222e/config-servlet/src/main/java/org/ocpsoft/rewrite/servlet/config/rule/Join.java#L241-L255,1.2900847
postgresql connection,"@Override
    public NodeList selectNodeList(Node contextNode, Node xpathnode, String str, Node namespaceNode) {
        return null;
    }",XalanXPathAPI.selectNodeList,https://github.com/find-sec-bugs/find-sec-bugs/blob/362da013cef4925e6a1506dd3511fe5bdcc5fba3/findsecbugs-samples-deps/src/main/java/org/apache/xml/security/utils/XalanXPathAPI.java#L12-L15,1.2073385
postgresql connection,"public Query queryEntitiesRequest(HttpMethod method,
            Map<String, Object> params, Object data, String... segments) {
        ApiResponse response = apiRequest(method, params, data, segments);
        return new EntityQuery(response, method, params, data, segments);
    }",Client.queryEntitiesRequest,https://github.com/apigee/usergrid-java-sdk/blob/6202745f184754defff13962dfc3d830bc7d8c63/src/main/java/org/usergrid/java/client/Client.java#L805-L809,1.2028438
postgresql connection,"public Response delete(String endpoint) {
        return call(Method.DELETE, endpoint, null, null);
    }",Call.delete,https://github.com/Coveros/selenified/blob/396cc1f010dd69eed33cc5061c41253de246a4cd/src/main/java/com/coveros/selenified/services/Call.java#L181-L183,1.2015615
postgresql connection,"@Override
	public void add(int nodeId, int start, int end) {
		ensureCapacity(nodeId);
		tail[nodeId] = start;
	}",ArrayTailIndexBuilder.add,https://github.com/takawitter/trie4j/blob/927d9f745513f8f971944c9efb58ee0a78cd784a/trie4j/src/main/java/org/trie4j/tail/index/ArrayTailIndexBuilder.java#L34-L38,1.1988242
postgresql connection,"public ObjectTypeNode getQueryNode() {
        if ( queryNode == null ) {
            this.queryNode = objectTypeNodes.get( ClassObjectType.DroolsQuery_ObjectType );
        }
        return this.queryNode;
    }",EntryPointNode.getQueryNode,https://github.com/kiegroup/drools/blob/22b0275d6dbe93070b8090948502cf46eda543c4/drools-core/src/main/java/org/drools/core/reteoo/EntryPointNode.java#L174-L179,1.1985903
postgresql connection,"private boolean bestStyle(Node node, boolean bestStyle) {
        if (node instanceof ScalarNode) {
            ScalarNode scalar = (ScalarNode) node;
            if (scalar.getStyle() == null) {
                return false;
            }
        }
        return bestStyle;
    }",YamlNodeRepresenter.bestStyle,https://github.com/autermann/yaml/blob/5f8ab03e4fec3a2abe72c03561cdaa3a3936634d/src/main/java/com/github/autermann/yaml/YamlNodeRepresenter.java#L192-L200,1.1984123
postgresql connection,"public void trackEvent(String argCategory, String argAction) {
        trackEvent(argCategory, argAction, null, null);
    }",JGoogleAnalyticsTracker.trackEvent,https://github.com/dmurph/jgoogleanalyticstracker/blob/69f68caf8e09a53e6f6076477bf05b84bc80e386/src/main/java/com/dmurph/tracking/JGoogleAnalyticsTracker.java#L364-L366,1.1977162
postgresql connection,"@Override
    public String marshal(Seconds seconds) {
        return seconds != null ? seconds.toString() : null;
    }",SecondsXmlAdapter.marshal,https://github.com/threeten-jaxb/threeten-jaxb/blob/e1fff2ebba6a0abb80faa05588861ad4f0305a16/threeten-jaxb-extra/src/main/java/io/github/threetenjaxb/extra/SecondsXmlAdapter.java#L22-L25,1.1973077
postgresql connection,"public static int[] pivotVector(int pivots[] , int length , IGrowArray storage ) {
        if( storage == null ) storage = new IGrowArray();
        storage.reshape(length);
        System.arraycopy(pivots,0,storage.data,0,length);
        return storage.data;
    }",UtilEjml.pivotVector,https://github.com/lessthanoptimal/ejml/blob/1444680cc487af5e866730e62f48f5f9636850d9/main/ejml-core/src/org/ejml/UtilEjml.java#L276-L281,1.1965597
postgresql connection,"private boolean isValueNode(TreeNode treeNode) {
        return treeNode != null && treeNode.type() == TreeNode.Type.VALUE_NODE;
    }",ClassConfigurationMapper.isValueNode,https://github.com/seedstack/seed/blob/d9cf33bfb2fffcdbb0976f4726e943acda90e828/core/src/main/java/org/seedstack/seed/core/internal/configuration/ClassConfigurationMapper.java#L57-L59,1.1964852
confusion matrix,"public Object put(Object key, Object value) {
        return entries.put( key, value);
    }",OrderedProperties.put,https://github.com/sdl/Testy/blob/b3ae061554016f926f04694a39ff00dab7576609/src/main/java/com/sdl/selenium/web/utils/OrderedProperties.java#L49-L51,1.4118911
confusion matrix,"protected ImportNormalizer doCreateImportNormalizer(QualifiedName importedNamespace, boolean wildcard, boolean ignoreCase) {
		return new ImportNormalizer(importedNamespace, wildcard, ignoreCase);
	}",ImportedNamespaceAwareLocalScopeProvider.doCreateImportNormalizer,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext/src/org/eclipse/xtext/scoping/impl/ImportedNamespaceAwareLocalScopeProvider.java#L189-L191,1.4112606
confusion matrix,"private IQ transformAssertion(IQ assertion, IntensionalQueryMerger intensionalQueryMerger) {
        return settings.isCanIRIComplete() ?
                transformAssertionWithJoin(assertion, intensionalQueryMerger) :
                transformAssertionWithLeftJoin(assertion, intensionalQueryMerger);
    }",MappingCanonicalTransformerImpl.transformAssertion,https://github.com/ontop/ontop/blob/ddf78b26981b6129ee9a1a59310016830f5352e4/mapping/core/src/main/java/it/unibz/inf/ontop/spec/mapping/transformer/impl/MappingCanonicalTransformerImpl.java#L99-L103,1.4103922
confusion matrix,"public static int compareUnsigned(long x, long y) {
        return Long.compare(x + Long.MIN_VALUE, y + Long.MIN_VALUE);
    }",Revision.compareUnsigned,https://github.com/ssaarela/javersion/blob/f4145880a7b350c65608dc9b10d40b6d8daa2e29/javersion-core/src/main/java/org/javersion/core/Revision.java#L90-L92,1.4097885
confusion matrix,"@Override
   public DoubleCacheStream filterKeySegments(Set<Integer> segments) {
      delegateCacheStream = delegateCacheStream.filterKeySegments(segments);
      return this;
   }",AbstractDelegatingDoubleCacheStream.filterKeySegments,https://github.com/infinispan/infinispan/blob/7c62b94886c3febb4774ae8376acf2baa0265ab5/core/src/main/java/org/infinispan/util/AbstractDelegatingDoubleCacheStream.java#L88-L92,1.4082508
